species,longitude,latitude,year,base,id_og
Akodon cursor,-42.9025,-22.55388889,,lena,MN 84991
Akodon cursor,-42.86027778,-22.4925,,lena,MN 84992
Akodon cursor,-42.86027778,-22.4925,,lena,MN 84993
Akodon cursor,-42.86027778,-22.4925,,lena,MN 84994
Akodon cursor,-42.86027778,-22.4925,,lena,MN 84995
Akodon cursor,-42.79194444,-22.52277778,,lena,MN 84996
Akodon cursor,-42.79194444,-22.52277778,,lena,MN 84997
Akodon cursor,-42.79194444,-22.52277778,,lena,MN 84998
Akodon cursor,-42.85638889,-22.59388889,,lena,MN 84999
Akodon cursor,-42.75444444,-22.51694444,,lena,MN 85000
Akodon cursor,-42.75444444,-22.51694444,,lena,MN 85001
Akodon cursor,-42.75444444,-22.51694444,,lena,MN 85002
Akodon cursor,-42.9025,-22.55388889,,lena,MN 85003
Akodon cursor,-42.75444444,-22.51694444,,lena,MN 85005
Akodon cursor,-42.75444444,-22.51694444,,lena,MN 85006
Akodon cursor,-42.86027778,-22.4925,,lena,MN 85007
Akodon cursor,-42.86027778,-22.4925,,lena,MN 85008
Akodon cursor,-42.86027778,-22.4925,,lena,MN 85009
Akodon cursor,-42.86027778,-22.4925,,lena,MN 85010
Akodon cursor,-42.90638889,-22.59388889,,lena,MN 85011
Akodon cursor,-42.90638889,-22.59388889,,lena,MN 85012
Akodon cursor,-42.79194444,-22.52277778,,lena,MN 85013
Akodon cursor,-42.79194444,-22.52277778,,lena,MN 85014
Akodon cursor,-42.79194444,-22.52277778,,lena,MN 85015
Akodon cursor,-42.85638889,-22.59388889,,lena,MN 85016
Akodon cursor,-42.79194444,-22.52277778,,lena,MN 85017
Akodon cursor,-42.85638889,-22.59388889,,lena,MN 85018
Akodon cursor,-42.79194444,-22.52277778,,lena,MN 85019
Akodon cursor,-42.9025,-22.55388889,,lena,MN 85020
Akodon cursor,-42.9025,-22.55388889,,lena,MN 85021
Akodon cursor,-42.9025,-22.55388889,,lena,MN 85022
Akodon cursor,-42.9025,-22.55388889,,lena,MN 85023
Akodon cursor,-42.9025,-22.55388889,,lena,MN 85024
Akodon cursor,-42.9025,-22.55388889,,lena,MN 85025
Akodon cursor,-42.75444444,-22.51694444,,lena,MN 85026
Akodon cursor,-42.75444444,-22.51694444,,lena,MN 85027
Akodon cursor,-42.75444444,-22.51694444,,lena,MN 85028
Akodon cursor,-42.75444444,-22.51694444,,lena,MN 85029
Akodon cursor,-42.75444444,-22.51694444,,lena,MN 85030
Akodon cursor,-42.9025,-22.55388889,,lena,MN 85031
Akodon cursor,-42.75444444,-22.51694444,,lena,MN 85032
Akodon cursor,-42.75444444,-22.51694444,,lena,MN 85033
Akodon cursor,-42.75444444,-22.51694444,,lena,MN 85034
Akodon cursor,-42.75444444,-22.51694444,,lena,MN 85035
Akodon cursor,-42.75444444,-22.51694444,,lena,MN 85036
Akodon cursor,-42.75444444,-22.51694444,,lena,MN 85037
Akodon cursor,-42.90638889,-22.59388889,,lena,MN 85038
Akodon cursor,-42.90638889,-22.59388889,,lena,MN 85039
Akodon cursor,-42.90638889,-22.59388889,,lena,MN 85040
Akodon cursor,-42.90638889,-22.59388889,,lena,MN 85041
Akodon cursor,-42.90638889,-22.59388889,,lena,MN 85042
Akodon cursor,-42.90638889,-22.59388889,,lena,MN 85044
Akodon cursor,-42.90638889,-22.59388889,,lena,MN 85047
Akodon cursor,-42.90638889,-22.59388889,,lena,MN 85051
Akodon cursor,-42.90638889,-22.59388889,,lena,MN 85052
Akodon cursor,-42.96666667,-22.63333333,,lena,MN 85053
Akodon cursor,-44.6,-22.45,,lena,MN 85054
Akodon cursor,-42.83247222,-22.53713889,,lena,MN 85056
Akodon cursor,-42.83691667,-22.54136111,,lena,MN 85057
Akodon cursor,-42.9025,-22.55388889,,lena,MN 85058
Akodon cursor,-43.31666667,-21.96666667,,lena,MN 85059
Akodon cursor,-42.98333333,-22.48333333,,lena,MN 85060
Akodon cursor,-44.10897222,-22.92002778,,lena,MN 85061
Akodon cursor,-44.38333333,-22.88333333,,lena,MN 87988
Akodon cursor,-44.85,-23.33333333,,lena,MN 98069
Akodon cursor,-48.42,-24.33,,lena,MVZ 182072
Akodon cursor,-48.42,-24.33,,lena,MVZ 182073
Akodon cursor,-45.06666667,-23.4,,lena,MVZ 182075
Akodon cursor,-45.9,-23.65,,lena,MVZ 182780
Akodon cursor,-45.9,-23.65,,lena,MVZ 182781
Akodon cursor,-45.9,-23.65,,lena,MVZ 182783
Akodon cursor,-48.41666667,-24.33333333,,lena,MVZ 182784
Akodon cursor,-48.42,-24.33,,lena,MVZ 183005
Akodon cursor,-48.42,-24.33,,lena,MVZ 183007
Akodon cursor,-48.42,-24.33,,lena,MVZ 183017
Akodon cursor,-48.42,-24.33,,lena,MVZ 183018
Akodon cursor,-48.42,-24.33,,lena,MVZ 183019
Akodon cursor,-48.42,-24.33,,lena,MVZ 183022
Akodon cursor,-48.42,-24.33,,lena,MVZ 183024
Akodon cursor,-48.42,-24.33,,lena,MVZ 183025
Akodon cursor,-45.9,-23.65,,lena,MVZ 183026
Akodon cursor,-45.9,-23.65,,lena,MVZ 183027
Akodon cursor,-45.9,-23.65,,lena,MVZ 183031
Akodon cursor,-45.9,-23.65,,lena,MVZ 183033
Akodon cursor,-45.9,-23.65,,lena,MVZ 183035
Akodon cursor,-41.26,-12.80,,lena,MVZ 197458
Akodon cursor,-47.55,-24.71666667,,lena,MZUSP 24169
Akodon cursor,-45.06666667,-23.4,,lena,MZUSP 26220
Akodon cursor,-45.06666667,-23.4,,lena,MZUSP 26221
Akodon cursor,-45.85,-23.53333333,,lena,MZUSP 27429
Akodon cursor,-48.41666667,-24.33333333,,lena,MZUSP 29218
Akodon cursor,-48.41666667,-24.33333333,,lena,MZUSP 29219
Akodon cursor,-48.41666667,-24.33333333,,lena,MZUSP 29229
Akodon cursor,-48.41666667,-24.33333333,,lena,MZUSP 29232
Akodon cursor,-48.41666667,-24.33333333,,lena,MZUSP 29233
Akodon cursor,-48.41666667,-24.33333333,,lena,MZUSP 29234
Akodon cursor,-48.41666667,-24.33333333,,lena,MZUSP 29235
Akodon cursor,-48.41666667,-24.33333333,,lena,MZUSP 29238
Akodon cursor,-48.41666667,-24.33333333,,lena,MZUSP 29242
Akodon cursor,-48.41666667,-24.33333333,,lena,MZUSP 29243
Akodon cursor,-48.41666667,-24.33333333,,lena,MZUSP 29244
Akodon cursor,-48.41666667,-24.33333333,,lena,MZUSP 29245
Akodon cursor,-48.41666667,-24.33333333,,lena,MZUSP 29246
Akodon cursor,-45.9,-23.65,,lena,MZUSP 29263
Akodon cursor,-45.9,-23.65,,lena,MZUSP 29264
Akodon cursor,-39.75,-13.53333333,,lena,NMNH 545053
Akodon cursor,-39.75,-13.53333333,,lena,NMNH 545054
Akodon cursor,-35.05,-8.00,,lena,NMNH 555749
Akodon cursor,-35.05,-8.00,,lena,NMNH 555750
Akodon cursor,-35.05,-8.00,,lena,NMNH 555751
Akodon cursor,-35.05,-8.00,,lena,NMNH 555752
Akodon cursor,-35.05,-8.00,,lena,NMNH 555753
Akodon cursor,-35.05,-8.00,,lena,NMNH 555754
Akodon cursor,-35.05,-8.00,,lena,NMNH 555756
Akodon cursor,-35.05,-8.00,,lena,NMNH 555757
Akodon cursor,-35.05,-8.00,,lena,NMNH 555758
Akodon cursor,-48.61666667,-24.58333333,,lena,P 425
Akodon cursor,-48.38333333,-25.28333333,,lena,P 636
Akodon cursor,-48.38333333,-25.28333333,,lena,P 637
Akodon cursor,-48.31666667,-25.33333333,,lena,P 666
Akodon cursor,-48.31666667,-25.33333333,,lena,P 671
Akodon cursor,-48.31666667,-25.33333333,,lena,P 676
Akodon cursor,-48.31666667,-25.33333333,,lena,P 677
Akodon cursor,-48.31666667,-25.33333333,,lena,P 678
Akodon cursor,-48.31666667,-25.33333333,,lena,P 680
Akodon cursor,-48.41666667,-25.33333333,,lena,P 682
Akodon cursor,-48.41666667,-25.33333333,,lena,P 685
Akodon cursor,-48.41666667,-25.33333333,,lena,P 686
Akodon cursor,-48.41666667,-25.33333333,,lena,P 688
Akodon cursor,-48.31666667,-25.33333333,,lena,P 689
Akodon cursor,-48.31666667,-25.33333333,,lena,P 692
Akodon cursor,-48.31666667,-25.33333333,,lena,P 697
Akodon cursor,-48.31666667,-25.33333333,,lena,P 698
Akodon cursor,-48.31666667,-25.33333333,,lena,P 700
Akodon cursor,-48.31666667,-25.33333333,,lena,P 701
Akodon cursor,-48.31666667,-25.33333333,,lena,P 702
Akodon cursor,-48.31666667,-25.33333333,,lena,P 703
Akodon cursor,-48.31666667,-25.33333333,,lena,P 706
Akodon cursor,-48.41666667,-25.33333333,,lena,P 709
Akodon cursor,-48.41666667,-25.33333333,,lena,P 712
Akodon cursor,-48.41666667,-25.33333333,,lena,P 720
Akodon cursor,-48.38333333,-25.35,,lena,P 732
Akodon cursor,-48.41666667,-25.33333333,,lena,P 733
Akodon cursor,-48.41666667,-25.33333333,,lena,P 737
Akodon cursor,-48.41666667,-25.25,,lena,P 775
Akodon cursor,-48.38333333,-25.28333333,,lena,P 786
Akodon cursor,-35.10202778,-7.844,,lena,PHA 252
Akodon cursor,-34.98791667,-7.96375,,lena,PHA 257
Akodon cursor,-34.98791667,-7.96375,,lena,PHA 258
Akodon cursor,-34.98791667,-7.96375,,lena,PHA 259
Akodon cursor,-34.98791667,-7.96375,,lena,PHA 261
Akodon cursor,-34.98791667,-7.96375,,lena,PHA 262
Akodon cursor,-34.98791667,-7.96375,,lena,PHA 263
Akodon cursor,-34.98791667,-7.96375,,lena,PHA 264
Akodon cursor,-34.98791667,-7.96375,,lena,PHA 266
Akodon cursor,-34.98791667,-7.96375,,lena,PHA 270
Akodon cursor,-34.98791667,-7.96375,,lena,PHA 271
Akodon cursor,-34.98791667,-7.96375,,lena,PHA 272
Akodon cursor,-34.98791667,-7.96375,,lena,PHA 273
Akodon cursor,-34.98791667,-7.96375,,lena,PHA 275
Akodon cursor,-34.98791667,-7.96375,,lena,PHA 277
Akodon cursor,-34.98791667,-7.96375,,lena,PHA 278
Akodon cursor,-34.98791667,-7.96375,,lena,PHA 292
Akodon cursor,-34.98791667,-7.96375,,lena,PHA 293
Akodon cursor,-34.98791667,-7.96375,,lena,PHA 294
Akodon cursor,-34.98791667,-7.96375,,lena,PHA 295
Akodon cursor,-34.98791667,-7.96375,,lena,PHA 296
Akodon cursor,-35.10202778,-7.844,,lena,PHA 307
Akodon cursor,-34.98791667,-7.96375,,lena,PHA 367
Akodon cursor,-34.98791667,-7.96375,,lena,PHA 368
Akodon cursor,-36.68,-9.17,,lena,PMN 165
Akodon cursor,-35.02,-8.66,,lena,PMN 295
Akodon cursor,-35.02,-8.66,,lena,PMN 302
Akodon cursor,-35.1586,-8.6636,,lena,PMN 353
Akodon cursor,-35.02,-8.66,,lena,PMN 381
Akodon cursor,-35.02,-8.66,,lena,PMN 413
Akodon cursor,-35.1586,-8.6636,,lena,PMN 449
Akodon cursor,-42.63611111,-21.7825,,lena,RB-M 2-16
Akodon cursor,-42.63611111,-21.7825,,lena,RB-M 2-24
Akodon cursor,-42.63611111,-21.7825,,lena,RB-M 2-33
Akodon cursor,-41.87222222,-21.49305556,,lena,RB-M 3-19
Akodon cursor,-41.87222222,-21.49305556,,lena,RB-M 3-35
Akodon cursor,-41.87222222,-21.49305556,,lena,RB-M 3-54
Akodon cursor,-41.87222222,-21.49305556,,lena,RB-M 3-55
Akodon cursor,-41.87222222,-21.49305556,,lena,RB-M 3-67
Akodon cursor,-41.87222222,-21.49305556,,lena,RB-M 3-68
Akodon cursor,-44.10897222,-22.92002778,,lena,RB-M 49
Akodon cursor,-44.10897222,-22.92002778,,lena,RB-M 76
Akodon cursor,-44.10897222,-22.92002778,,lena,RB-M 78
Akodon cursor,-44.10897222,-22.92002778,,lena,RB-M 88
Akodon cursor,-40.45,-20.38333333,,lena,SLF 132
Akodon cursor,-40.45,-20.38333333,,lena,SLF 146
Akodon cursor,-40.45,-20.38333333,,lena,SLF 164
Akodon cursor,-41.01666667,-20.4,,lena,SLF 174
Akodon cursor,-40.45,-20.38333333,,lena,SLF 179
Akodon cursor,-40.45,-20.38333333,,lena,SLF 180
Akodon cursor,-40.45,-20.38333333,,lena,SLF 188
Akodon cursor,-40.47277778,-20.35916667,,lena,SLF 250
Akodon cursor,-40.45,-20.38333333,,lena,SLF 251
Akodon cursor,-40.47277778,-20.35916667,,lena,SLF 252
Akodon cursor,-40.47277778,-20.35916667,,lena,SLF 255
Akodon cursor,-40.47277778,-20.35916667,,lena,SLF 256
Akodon cursor,-42.65,-22.03333333,,lena,SU 8
Akodon cursor,-42.65,-22.03333333,,lena,SU 9
Akodon cursor,-43.43333333,-22.75,,lena,TN 1
Akodon cursor,-34.93333333,-6.85,,lena,UFPB 1027
Akodon cursor,-34.93333333,-6.85,,lena,UFPB 1029
Akodon cursor,-34.93333333,-6.85,,lena,UFPB 1030
Akodon cursor,-34.93333333,-6.85,,lena,UFPB 1031
Akodon cursor,-34.93333333,-6.85,,lena,UFPB 1032
Akodon cursor,-34.93333333,-6.85,,lena,UFPB 1033
Akodon cursor,-34.93333333,-6.85,,lena,UFPB 1035
Akodon cursor,-34.8631,-7.115,,lena,UFPB 112
Akodon cursor,-34.8631,-7.115,,lena,UFPB 113
Akodon cursor,-34.8631,-7.115,,lena,UFPB 119
Akodon cursor,-34.8631,-7.115,,lena,UFPB 122
Akodon cursor,-34.8631,-7.115,,lena,UFPB 123
Akodon cursor,-34.8631,-7.115,,lena,UFPB 126
Akodon cursor,-34.93333333,-6.85,,lena,UFPB 129
Akodon cursor,-35.4167,-7.0833,,lena,UFPB 130
Akodon cursor,-35.4167,-7.0833,,lena,UFPB 132
Akodon cursor,-35.625,-6.8333,,lena,UFPB 136
Akodon cursor,-34.8631,-7.115,,lena,UFPB 138
Akodon cursor,-34.8631,-7.115,,lena,UFPB 143
Akodon cursor,-34.8631,-7.115,,lena,UFPB 144
Akodon cursor,-35.625,-6.8333,,lena,UFPB 145
Akodon cursor,-35.625,-6.8333,,lena,UFPB 147
Akodon cursor,-34.8631,-7.115,,lena,UFPB 148
Akodon cursor,-35.625,-6.8333,,lena,UFPB 149
Akodon cursor,-35.9761,-8.2833,,lena,UFPB 153
Akodon cursor,-35.9761,-8.2833,,lena,UFPB 154
Akodon cursor,-35.9761,-8.2833,,lena,UFPB 155
Akodon cursor,-35.9761,-8.2833,,lena,UFPB 156
Akodon cursor,-35.9761,-8.2833,,lena,UFPB 157
Akodon cursor,-35.51666667,-8.7,,lena,UFPB 158
Akodon cursor,-35.51666667,-8.7,,lena,UFPB 162
Akodon cursor,-34.93333333,-6.85,,lena,UFPB 168
Akodon cursor,-34.93333333,-6.85,,lena,UFPB 179
Akodon cursor,-34.93333333,-6.85,,lena,UFPB 196
Akodon cursor,-35.25,-6.85,,lena,UFPB 2044
Akodon cursor,-35.25,-6.85,,lena,UFPB 2052
Akodon cursor,-34.93333333,-6.85,,lena,UFPB 219
Akodon cursor,-34.93333333,-6.85,,lena,UFPB 220
Akodon cursor,-34.93333333,-6.85,,lena,UFPB 224
Akodon cursor,-35.9761,-8.2833,,lena,UFPB 2628
Akodon cursor,-34.93333333,-6.85,,lena,UFPB 3035
Akodon cursor,-34.93333333,-6.85,,lena,UFPB 3036
Akodon cursor,-34.93333333,-6.85,,lena,UFPB 3466
Akodon cursor,-35.9761,-8.2833,,lena,UFPB 3492  
Akodon cursor,-35.51666667,-8.7,,lena,UFPB 3507
Akodon cursor,-35.51666667,-8.7,,lena,UFPB 3519
Akodon cursor,-35.51666667,-8.7,,lena,UFPB 3520
Akodon cursor,-35.51666667,-8.7,,lena,UFPB 3521
Akodon cursor,-35.02,-8.66,,lena,UFPB 3523 
Akodon cursor,-35.02,-8.66,,lena,UFPB 3524
Akodon cursor,-35.02,-8.66,,lena,UFPB 3525
Akodon cursor,-35.51666667,-8.7,,lena,UFPB 3527
Akodon cursor,-35.51666667,-8.7,,lena,UFPB 3528
Akodon cursor,-35.51666667,-8.7,,lena,UFPB 3534
Akodon cursor,-35.02,-8.66,,lena,UFPB 3535
Akodon cursor,-35.51666667,-8.7,,lena,UFPB 3537
Akodon cursor,-35.02,-8.66,,lena,UFPB 3539
Akodon cursor,-35.51666667,-8.7,,lena,UFPB 3540
Akodon cursor,-35.51666667,-8.7,,lena,UFPB 3541
Akodon cursor,-35.51666667,-8.7,,lena,UFPB 3542
Akodon cursor,-34.93333333,-6.85,,lena,UFPB 3545
Akodon cursor,-34.93333333,-6.85,,lena,UFPB 3546
Akodon cursor,-35.02,-8.66,,lena,UFPB 3547
Akodon cursor,-35.51666667,-8.7,,lena,UFPB 3548
Akodon cursor,-34.93333333,-6.85,,lena,UFPB 3554
Akodon cursor,-35.02,-8.66,,lena,UFPB 3555
Akodon cursor,-34.93333333,-6.85,,lena,UFPB 4356
Akodon cursor,-34.93333333,-6.85,,lena,UFPB 4357
Akodon cursor,-34.93333333,-6.85,,lena,UFPB 4360
Akodon cursor,-34.93333333,-6.85,,lena,UFPB 4361
Akodon cursor,-34.93333333,-6.85,,lena,UFPB 4363
Akodon cursor,-34.93333333,-6.85,,lena,UFPB 4365
Akodon cursor,-35.11666667,-6.833333333,,lena,UFPB 4366
Akodon cursor,-35.11666667,-6.833333333,,lena,UFPB 4368
Akodon cursor,-34.93333333,-6.85,,lena,UFPB 4369
Akodon cursor,-34.93333333,-6.85,,lena,UFPB 4370
Akodon cursor,-35.02,-8.66,,lena,UFPB 4377
Akodon cursor,-35.51666667,-8.7,,lena,UFPB 4381
Akodon cursor,-34.93333333,-6.85,,lena,UFPB 4382
Akodon cursor,-34.9075,-7.2597,,lena,UFPB 4384
Akodon cursor,-35.51666667,-8.7,,lena,UFPB 4387
Akodon cursor,-34.93333333,-6.85,,lena,UFPB 4436
Akodon cursor,-34.93333333,-6.85,,lena,UFPB 4437
Akodon cursor,-35.02,-8.66,,lena,UFPB 4438
Akodon cursor,-34.93333333,-6.85,,lena,UFPB 4439
Akodon cursor,-36.3711,-8.1458,,lena,UFPE 1096
Akodon cursor,-36.3711,-8.1458,,lena,UFPE 1097
Akodon cursor,-36.0319,-9.1628,,lena,UFPE 1300
Akodon cursor,-36.0319,-9.1628,,lena,UFPE 1301
Akodon cursor,-35.75,-9.65,,lena,UFPE 1302
Akodon cursor,-35.9761,-8.2833,,lena,UFPE 486
Akodon cursor,-35.51666667,-8.7,,lena,UFPE 809
Akodon cursor,-35.51666667,-8.7,,lena,UFPE 812
Akodon cursor,-35.51666667,-8.7,,lena,UFPE 866
Akodon cursor,-42.88333333,-20.75,,lena,Vi 19
Akodon cursor,-40.96666667,-20.4,,lena,YL 246
Akodon cursor,-40.96666667,-20.4,,lena,YL 248
Akodon cursor,-40.81388889,-18.87472222,,lena,YL 457
Akodon cursor,-40.81388889,-18.87472222,,lena,YL 514
Akodon cursor,-40.81388889,-18.87472222,,lena,YL 558
Akodon cursor,-43.33333333,-17.13333333,,lena,YL 71
Akodon cursor,-43.33333333,-17.13333333,,lena,YL 80
Akodon cursor,-42.65,-19.71666667,,lena,YL 87
Akodon cursor,-42.65,-19.71666667,,lena,YL 88
Akodon cursor,-42.65,-19.71666667,,lena,YL 96
Akodon cursor,0,0,1997,speciesLink,MCN-M 301
Akodon cursor,0,0,1997,speciesLink,MCN-M 301
Akodon cursor,0,0,1997,speciesLink,MCN-M 302
Akodon cursor,0,0,1997,speciesLink,MCN-M 302
Akodon cursor,-43.13,-19.811944,2013,speciesLink,MCN-M 3314
Akodon cursor,-43.13,-19.811944,2013,speciesLink,MCN-M 3314
Akodon cursor,-38.51079941,-12.97109985,2011,speciesLink,MCN-M 2212
Akodon cursor,-38.51079941,-12.97109985,2011,speciesLink,MCN-M 2212
Akodon cursor,-38.51079941,-12.97109985,2011,speciesLink,MCN-M 2235
Akodon cursor,-38.51079941,-12.97109985,2011,speciesLink,MCN-M 2235
Akodon cursor,-41.06389999,-19.49580002,2009,speciesLink,MCN-M 2259
Akodon cursor,-48.91579819,-14.9708004,1999,speciesLink,MCN-M 684
Akodon cursor,-48.91579819,-14.9708004,1999,speciesLink,MCN-M 684
Akodon cursor,-42.47750092,-20.30109978,1997,speciesLink,MCN-M 404
Akodon cursor,-42.47750092,-20.30109978,1997,speciesLink,MCN-M 402
Akodon cursor,-42.47750092,-20.30109978,1997,speciesLink,MCN-M 402
Akodon cursor,-42.47750092,-20.30109978,1997,speciesLink,MCN-M 403
Akodon cursor,-42.47750092,-20.30109978,1997,speciesLink,MCN-M 403
Akodon cursor,-42.47750092,-20.30109978,1997,speciesLink,MCN-M 404
Akodon cursor,-41.06389999,-19.49580002,2009,speciesLink,MCN-M 2259
Akodon cursor,-44.60309982,-21.97559929,2009,speciesLink,MCN-M 1604
Akodon cursor,-44.60309982,-21.97559929,2009,speciesLink,MCN-M 1603
Akodon cursor,-44.60309982,-21.97559929,2009,speciesLink,MCN-M 1604
Akodon cursor,-44.60309982,-21.97559929,2009,speciesLink,MCN-M 1603
Akodon cursor,-43.48720169,-19.94580078,2007,speciesLink,MCN-M 1231
Akodon cursor,-43.48720169,-19.94580078,2007,speciesLink,MCN-M 1231
Akodon cursor,-43.93780136,-19.92079926,1999,speciesLink,MCN-M 614
Akodon cursor,-43.93780136,-19.92079926,1999,speciesLink,MCN-M 614
Akodon cursor,-43.93780136,-19.92079926,2000,speciesLink,MCN-M 718
Akodon cursor,-43.93780136,-19.92079926,2000,speciesLink,MCN-M 718
Akodon cursor,-43.93780136,-19.92079926,1999,speciesLink,MCN-M 565
Akodon cursor,-43.93780136,-19.92079926,1999,speciesLink,MCN-M 565
Akodon cursor,-43.93780136,-19.92079926,1999,speciesLink,MCN-M 566
Akodon cursor,-43.93780136,-19.92079926,1999,speciesLink,MCN-M 566
Akodon cursor,-43.93780136,-19.92079926,1998,speciesLink,MCN-M 408
Akodon cursor,-43.93780136,-19.92079926,1997,speciesLink,MCN-M 389
Akodon cursor,-43.93780136,-19.92079926,1997,speciesLink,MCN-M 389
Akodon cursor,-43.93780136,-19.92079926,1998,speciesLink,MCN-M 408
Akodon cursor,-43.93780136,-19.92079926,1997,speciesLink,MCN-M 668
Akodon cursor,-43.93780136,-19.92079926,1997,speciesLink,MCN-M 668
Akodon cursor,-43.93780136,-19.92079926,1997,speciesLink,MCN-M 407
Akodon cursor,-43.93780136,-19.92079926,1997,speciesLink,MCN-M 407
Akodon cursor,-43.93780136,-19.92079926,1992,speciesLink,MCN-M 586
Akodon cursor,-43.93780136,-19.92079926,1992,speciesLink,MCN-M 586
Akodon cursor,-43.93780136,-19.92079926,1992,speciesLink,MCN-M 94
Akodon cursor,-43.93780136,-19.92079926,1992,speciesLink,MCN-M 94
Akodon cursor,-43.93780136,-19.92079926,1992,speciesLink,MCN-M 328
Akodon cursor,-43.93780136,-19.92079926,1992,speciesLink,MCN-M 328
Akodon cursor,-45.27719879,-20.89719963,1994,speciesLink,MCN-M 115
Akodon cursor,-45.27719879,-20.89719963,1994,speciesLink,MCN-M 115
Akodon cursor,-45.27719879,-20.89719963,1994,speciesLink,MCN-M 585
Akodon cursor,-45.27719879,-20.89719963,1994,speciesLink,MCN-M 585
Akodon cursor,-43.42499924,-19.03720093,2010,speciesLink,MCN-M 2249
Akodon cursor,-43.42499924,-19.03720093,2010,speciesLink,MCN-M 2249
Akodon cursor,-43.42499924,-19.03720093,2011,speciesLink,MCN-M 2533
Akodon cursor,-43.42499924,-19.03720093,2011,speciesLink,MCN-M 2533
Akodon cursor,-43.42499924,-19.03720093,2009,speciesLink,MCN-M 1776
Akodon cursor,-43.42499924,-19.03720093,2010,speciesLink,MCN-M 1776
Akodon cursor,-43.42499924,-19.03720093,2012,speciesLink,MCN-M 2968
Akodon cursor,-43.42499924,-19.03720093,2012,speciesLink,MCN-M 2968
Akodon cursor,-43.42499924,-19.03720093,2013,speciesLink,MCN-M 3130
Akodon cursor,-43.42499924,-19.03720093,2013,speciesLink,MCN-M 3130
Akodon cursor,-43.60029984,-18.24939919,2005,speciesLink,MCN-M 1563
Akodon cursor,-43.60029984,-18.24939919,2005,speciesLink,MCN-M 1563
Akodon cursor,-42.88970184,-16.55940056,2008,speciesLink,MCN-M 2601
Akodon cursor,-42.88970184,-16.55940056,2008,speciesLink,MCN-M 2601
Akodon cursor,-43.22689819,-19.61919975,2010,speciesLink,MCN-M 2238
Akodon cursor,-43.22689819,-19.61919975,2010,speciesLink,MCN-M 2238
Akodon cursor,-43.17359924,-19.80999947,2013,speciesLink,MCN-M 3291
Akodon cursor,-43.41609955,-20.37779999,1996,speciesLink,MCN-M 118
Akodon cursor,-43.41609955,-20.37779999,1996,speciesLink,MCN-M 118
Akodon cursor,-43.84669876,-19.98559952,2002,speciesLink,MCN-M 3045
Akodon cursor,-43.84669876,-19.98559952,2002,speciesLink,MCN-M 3045
Akodon cursor,-43.84669876,-19.98559952,2002,speciesLink,MCN-M 2061
Akodon cursor,-43.84669876,-19.98559952,2002,speciesLink,MCN-M 2061
Akodon cursor,-43.84669876,-19.98559952,1998,speciesLink,MCN-M 521
Akodon cursor,-43.84669876,-19.98559952,1998,speciesLink,MCN-M 521
Akodon cursor,-43.84669876,-19.98559952,1998,speciesLink,MCN-M 542
Akodon cursor,-43.84669876,-19.98559952,1998,speciesLink,MCN-M 542
Akodon cursor,-43.84669876,-19.98559952,1999,speciesLink,MCN-M 767
Akodon cursor,-43.84669876,-19.98559952,1999,speciesLink,MCN-M 767
Akodon cursor,-43.84669876,-19.98559952,1998,speciesLink,MCN-M 768
Akodon cursor,-43.84669876,-19.98559952,1998,speciesLink,MCN-M 768
Akodon cursor,-43.84669876,-19.98559952,1998,speciesLink,MCN-M 769
Akodon cursor,-43.84669876,-19.98559952,1998,speciesLink,MCN-M 769
Akodon cursor,-43.84669876,-19.98559952,1999,speciesLink,MCN-M 770
Akodon cursor,-43.84669876,-19.98559952,1999,speciesLink,MCN-M 770
Akodon cursor,-43.84669876,-19.98559952,1998,speciesLink,MCN-M 772
Akodon cursor,-43.84669876,-19.98559952,1998,speciesLink,MCN-M 772
Akodon cursor,-43.84669876,-19.98559952,1999,speciesLink,MCN-M 773
Akodon cursor,-43.84669876,-19.98559952,1999,speciesLink,MCN-M 773
Akodon cursor,-43.84669876,-19.98559952,1999,speciesLink,MCN-M 774
Akodon cursor,-43.84669876,-19.98559952,1999,speciesLink,MCN-M 774
Akodon cursor,-43.84669876,-19.98559952,1999,speciesLink,MCN-M 775
Akodon cursor,-43.84669876,-19.98559952,1999,speciesLink,MCN-M 775
Akodon cursor,-43.84669876,-19.98559952,1999,speciesLink,MCN-M 776
Akodon cursor,-43.84669876,-19.98559952,1999,speciesLink,MCN-M 776
Akodon cursor,-43.84669876,-19.98559952,1999,speciesLink,MCN-M 777
Akodon cursor,-43.84669876,-19.98559952,1999,speciesLink,MCN-M 777
Akodon cursor,-43.84669876,-19.98559952,1999,speciesLink,MCN-M 778
Akodon cursor,-43.84669876,-19.98559952,1999,speciesLink,MCN-M 778
Akodon cursor,-43.84669876,-19.98559952,1999,speciesLink,MCN-M 779
Akodon cursor,-43.84669876,-19.98559952,1999,speciesLink,MCN-M 779
Akodon cursor,-43.84669876,-19.98559952,1999,speciesLink,MCN-M 780
Akodon cursor,-43.84669876,-19.98559952,1999,speciesLink,MCN-M 780
Akodon cursor,-43.84669876,-19.98559952,1998,speciesLink,MCN-M 781
Akodon cursor,-43.84669876,-19.98559952,1998,speciesLink,MCN-M 781
Akodon cursor,-43.84669876,-19.98559952,1999,speciesLink,MCN-M 782
Akodon cursor,-43.84669876,-19.98559952,1999,speciesLink,MCN-M 782
Akodon cursor,-43.84669876,-19.98559952,1999,speciesLink,MCN-M 783
